word,rythm
felsenberg,[1.  0.  0.5]
sternensaal,[1.  0.  0.5]
engelohren,[1.  0.  0.5 0. ]
frischaus,[0.5]
sonnenpferde,[1.  0.  0.5 0. ]
rundwandeln,[1.  0.5 0. ]
eisenmänner,[1.  0.  0.5 0. ]
fortunens,[0. 1. 0.]
fliegendsten,[1. 0. 0.]
frommet,[1. 0.]
leichthin,[1. 0.]
trüblichen,[1. 0. 0.]
stahlenen,[1. 0.]
gabest,[1. 0.]
sternigen,[1. 0. 0.]
prophetischen,[0. 1. 0. 0.]
kühnliches,[1. 0. 0.]
bänglicher,[1. 0. 0.]
heldengestalten,[1.  0.  0.  0.5 0. ]
erblühn,[0. 1. 0.]
umwalten,[1.  0.5 0. ]
gewißheit,[0. 1. 0.]
blutdürstige,[1.  0.5 0.  0. ]
verknechtete,[0. 1. 0. 0.]
tyrannengebärde,[0.  1.  0.  0.  0.5 0. ]
wigande,[0. 1. 0.]
sklavischen,[1. 0. 0.]
mannhaftigen,[1. 0. 0. 0.]
issest,[1. 0.]
banglicher,[1. 0. 0.]
franzen,[1. 0.]
gauklischen,[1. 0. 0. 0.]
affengesicht,[1.  0.  0.5 0. ]
lässet,[1. 0.]
streitroß,[1.  0.5]
dränger,[1. 0.]
qui,[0.5]
vive,[1. 0.]
soldatenherz,[0.  1.  0.  0.5]
herzgesell,[1.  0.  0.  0.5]
fiedelstrich,[1.  0.  0.5]
lustgesang,[1.  0.  0.5]
himmelsheere,[1.  0.  0.5 0. ]
franzosentand,[0.  1.  0.  0.5]
stolzige,[1. 0. 0.]
mannheit,[1. 0.]
geklitter,[0. 1. 0.]
kanonengewitter,[0.  1.  0.  0.  0.5 0. ]
oberbett,[1.  0.5]
sternengewimmel,[1.  0.  0.  0.5 0. ]
tyrannenband,[0.  1.  0.  0.5]
henkerwut,[1.  0.  0.5]
freudenwein,[1.  0.  0.5]
zugrund,[0. 1.]
gesetzet,[0. 1. 0.]
siegespanier,[1.  0.  0.5 0.  0. ]
deutschern,[1. 0.]
mörderlich,[1. 0. 0.]
himmelskerzen,[1.  0.  0.5 0. ]
niederblitzen,[1.  0.  0.5 0. ]
himmelauf,[1.  0.  0.5]
höllenschein,[1.  0.  0.5]
gesuchet,[0. 1. 0.]
hochgericht,[1.  0.  0.5]
sternensitz,[1.  0.  0.5]
flammenblitz,[1.  0.  0.5]
vorderst,[1. 0.]
himmelborn,[1.  0.  0.5]
feuerkraft,[1.  0.  0.5]
feuerglut,[1.  0.  0.5]
höllenheer,[1.  0.  0.5]
heldenstreit,[1.  0.  0.5]
schlangenwüste,[1. 0. 0. 0.]
hineingefallen,[0.  1.  0.  0.5 0. ]
jubellieder,[1.  0.  0.5 0. ]
verliehn,[0. 1.]
meeresflut,[1.  0.  0.5]
ergoß,[0. 1.]
donnerglocken,[1.  0.5 0. ]
rachekriege,[1.  0.  0.5 0. ]
mannus,[1. 0.]
tyrannenschande,[0.  1.  0.  0.5 0. ]
todesspeer,[1.  0.  0.5]
fransche,[1. 0.]
säbelspitzen,[1.  0.  0.5 0. ]
sklavenjoch,[1.  0.  0.5]
höllenbrut,[1.  0.  0.5]
ehrenzeichen,[1.  0.  0.5 0. ]
ehrenweihe,[1.  0.  0.5 0. ]
müss,[0.5]
geschwindsten,[0. 1. 0.]
sklavennot,[1.  0.  0.5]
umgürtet,[1.  0.5 0. ]
himmelssaale,[1.  0.  0.5 0. ]
waffenweihe,[1.  0.  0.5 0. ]
kriegsposaunen,[1.  0.  0.5 0. ]
tagesstern,[1.  0.  0.  0.5]
rosentugend,[1.  0.  0.5 0. ]
wonnefackel,[1.  0.  0.5 0. ]
heldenschatten,[1.  0.  0.5 0. ]
nahn,[0.5]
himmelsstrafen,[1.  0.  0.5 0. ]
siegesglocken,[1.  0.  0.5 0. ]
jüngrer,[1. 0. 0.]
götterschlachten,[1.  0.  0.5 0. ]
siegesstätten,[1.  0.  0.5 0.  0. ]
bess,[0.5]
vaterlandesrettern,[1.  0.  0.5 0.  0.  0. ]
hellebarten,[1.  0.  0.5 0. ]
trutzgerät,[1.  0.  0.  0.5]
schutzgerät,[1.  0.5 0. ]
bibelbuch,[1.  0.  0.5]
christenkreuz,[1.  0.  0.5]
naus,[0.5]
lüftelein,[1.  0.  0.5]
lüftlein,[1. 0.]
blütenhain,[1.  0.  0.5]
wonneschall,[1.  0.  0.5]
blütenlauben,[1.  0.  0.5 0. ]
liebedurstig,[1.  0.  0.5 0. ]
frühlingsreigen,[1.  0.  0.5 0. ]
frühlingsbienchen,[1.  0.  0.5 0.  0. ]
furinchen,[0. 1. 0.]
fünkchen,[1. 0.]
holdiges,[1. 0. 0.]
himmelsphantasien,[1.  0.  0.  0.  0.5 0. ]
ätherräume,[1.  0.5 0. ]
jugendlenzen,[1.  0.  0.5 0. ]
größres,[1. 0.]
fernhin,[1. 0.]
frühlingsliebe,[1.  0.  0.5 0. ]
unruhvolles,[1.  0.  0.5 0. ]
verklungner,[0. 1. 0. 0.]
waldgesang,[1.  0.  0.5]
lebensgang,[1.  0.  0.5]
wunderschall,[1.  0.  0.5]
himmelstönen,[1.  0.  0.5 0.  0. ]
liebekranke,[1.  0.  0.5 0. ]
längstvergangne,[1.  0.  0.5 0. ]
himmelsschmerzen,[1.  0.  0.5 0. ]
liebesschall,[1.  0.  0.5]
engelherzen,[1.  0.  0.5 0. ]
himmelslaube,[1.  0.  0.5 0. ]
stillung,[1. 0.]
todesliebe,[1.  0.  0.5 0. ]
todesklängen,[1.  0.  0.5 0. ]
wonnereichen,[1.  0.  0.5 0. ]
grabgesängen,[1.  0.  0.5 0. ]
verrieseln,[0. 1. 0.]
hergeflogen,[1.  0.  0.5 0. ]
erdenhaine,[1.  0.  0.5 0. ]
trunkne,[1. 0.]
bröcklichte,[1. 0. 0.]
kosakenmajor,[0.  1.  0.  0.  0.5]
siebzehnhundert,[1.  0.  0.5 0. ]
knäbchen,[1. 0.]
karnevalsgabe,[1.  0.  0.  0.5 0. ]
erschaun,[0. 1.]
sittiges,[1. 0. 0.]
hartseliger,[1.  0.5 0.  0. ]
mühn,[0.5]
porus,[1. 0.]
mannlichen,[1. 0. 0.]
jetzund,[1.  0.5]
entriß,[0. 1.]
trübliche,[1. 0. 0.]
menschensitze,[1.  0.  0.5 0. ]
menschengedanken,[1.  0.  0.5 0.  0. ]
innerst,[1. 0.]
lügengezücht,[1.  0.  0.  0.5]
weichliche,[1. 0. 0.]
mälare,[1. 0.]
gespannet,[0. 1. 0.]
fernester,[1. 0. 0.]
bräutliche,[1. 0. 0.]
vertrauns,[0. 1.]
erreichlich,[0. 1. 0.]
mordisch,[1. 0.]
pygmalion,[0. 0. 1. 0.]
reichenbacher,[1.  0.  0.5 0. ]
hünengräber,[1.  0.  0.5 0. ]
patzigs,[1. 0.]
arkona,[0. 1. 0.]
herthasee,[1.  0.  0.5]
hingespielt,[1.  0.  0.5]
kühegespann,[1.  0.  0.  0.5]
laget,[1. 0.]
wogenlauf,[1.  0.  0.5]
wolkengrauen,[1.  0.  0.5 0. ]
plager,[1. 0.]
wonneschalle,[1.  0.  0.5 0. ]
rebengrün,[1.  0.  0.5]
abgerissnen,[1.  0.  0.5 0. ]
östreich,[0.5]
himmelsscharen,[1.  0.  0.5 0. ]
kriegrischen,[1. 0. 0.]
rollung,[1. 0.]
abgebüßet,[1.  0.  0.5 0. ]
eidschwur,[1.  0.5]
vaterlandsverächter,[1.  0.  0.  0.  0.5 0. ]
zermürst,[0. 1.]
sardanapal,[1.  0.  0.5]
maskensaal,[1.  0.  0.5]
weichgeschwollnem,[1.  0.  0.5 0. ]
eiderflaum,[1.  0.5]
heldentraum,[1.  0.  0.5]
donnerwort,[1.  0.  0.5]
parnassus,[0. 1. 0.]
doppelhorn,[1.  0.  0.5]
kastaliens,[0. 0. 1. 0. 0.]
sanftre,[1. 0.]
kettenklang,[1.  0.  0.5]
vierhundertmaltausend,[0.  1.  0.  0.  0.5 0. ]
niemenfluß,[1.  0.  0.5]
sklavenbande,[1.  0.  0.5 0. ]
neuerwachten,[1.  0.  0.5 0. ]
menschenbusen,[1.  0.  0.5 0. ]
sonnenwalter,[1.  0.  0.5 0. ]
erdenfeind,[1.  0.  0.5]
ehrner,[1. 0.]
waffentosen,[1.  0.  0.5 0. ]
unterbett,[0.5 0.  1. ]
hinaufziehn,[0.  1.  0.5]
himmelsvater,[1.  0.  0.5 0. ]
tausendstimmig,[1.  0.  0.5 0. ]
winterflocken,[1.  0.  0.5 0. ]
übriggebliebnen,[1.  0.  0.  0.5 0. ]
zymbeln,[1. 0.]
wunderklang,[1.  0.  0.5]
verschollne,[0. 1. 0.]
durchziehn,[0. 1.]
boll,[0.5]
weheschmerzen,[1.  0.  0.5 0. ]
wonnelust,[1.  0.  0.5]
sühnung,[1. 0.]
himmelreiz,[1.  0.  0.5]
wundertaten,[1.  0.  0.5 0. ]
mannigfalt,[1.  0.  0.5]
wunderzeit,[1.  0.  0.5]
kreuzesbaum,[1.  0.  0.5]
allerschönste,[1. 0. 0. 0.]
erdenfreud,[1.  0.  0.5]
dornenstrauch,[1.  0.  0.5]
tausendfältig,[1.  0.  0.5 0. ]
posaunenschalle,[0.  1.  0.  0.5 0. ]
ertost,[0. 1.]
todesschlachten,[1.  0.  0.5 0. ]
spielmann,[1.  0.5]
sturmeslauf,[1.  0.  0.5]
spielmannsnamen,[1.  0.  0.5 0. ]
jubals,[1. 0.]
spielemann,[1.  0.  0.5]
kartaunenklang,[0.  1.  0.  0.5]
spein,[0.5]
mördliche,[1. 0. 0.]
kriegesroß,[1.  0.  0.5]
freiheitsglocken,[1.  0.  0.5 0. ]
löwengleich,[1.  0.  0.5]
schlachtenklänge,[1.  0.5 0.  0. ]
lenzig,[1. 0.]
tagsgespann,[1.  0.  0.5]
kartaunenklange,[0.  1.  0.  0.5 0. ]
kartaunentönen,[0.  1.  0.  0.5 0. ]
sträuche,[1. 0.]
gedämpfet,[0. 1. 0.]
erwand,[0. 1.]
jugendferne,[1.  0.  0.5 0. ]
blütenkranz,[1.  0.  0.5]
durchgebauet,[1.  0.  0.5 0. ]
gemehret,[0. 1. 0.]
weggeschnellt,[1.  0.  0.5]
wandr,[0.5]
viktoria,[0. 1. 0.]
niederland,[1.  0.  0.5]
bubentand,[1.  0.  0.5]
banditenheer,[0.  1.  0.  0.5]
brienne,[0. 1.]
laon,[1.]
fère,[0.5]
vittoria,[0. 1. 0.]
talabera,[0. 1. 0. 0. 0.]
salamanka,[0. 0. 1. 0.]
tolose,[0. 1. 0.]
hingeschwunden,[1.  0.  0.5 0. ]
dräun,[0.5]
kinderspott,[1.  0.  0.5]
alliance,[1. 0. 0.]
himmelsrichter,[1.  0.  0.5 0. ]
franzosenparadies,[1.  0.  0.  0.  0.  0.5]
gestohlnes,[0. 1. 0.]
siegeskränzen,[1.  0.  0.5 0. ]
blütenreis,[1.  0.  0.5]
erdensonnen,[1.  0.  0.5 0.  0. ]
winniglich,[1. 0. 0.]
engelgrüßen,[1.  0.  0.5 0. ]
mühbeladenem,[1.  0.  0.5 0.  0. ]
himmelsklängen,[1.  0.  0.5 0. ]
hochgeborner,[1.  0.  0.5 0. ]
siegeskleide,[1.  0.  0.5 0. ]
frühlingswonnen,[1.  0.  0.5 0. ]
heldenarm,[1.  0.  0.5]
eingehändigt,[1.  0.  0.5 0. ]
liedervögel,[1.  0.  0.5 0. ]
sonnendurstig,[1.  0.  0.5 0. ]
strahlenziel,[1.  0.  0.5]
scharnhorsts,[1. 0.]
freiheitseichen,[1.  0.  0.5 0. ]
todesstreite,[1.  0.  0.5 0. ]
kühnlich,[1. 0.]
wetterwogen,[1.  0.  0.5 0. ]
brauenbogen,[1.  0.  0.5 0. ]
heldenleben,[1.  0.  0.5 0. ]
heldenmännern,[1.  0.  0.5 0. ]
gegebne,[0. 1. 0.]
mildheit,[1. 0.]
erschlagner,[0. 1.]
boyen,[0.5]
volksgemeinde,[1.  0.  0.5 0. ]
liederflut,[1.  0.  0.5]
jünglingstagen,[1.  0.  0.5 0. ]
sonnenreife,[1.  0.  0.5 0. ]
grolmann,[1.  0.5]
kriegsfürst,[1.  0.5]
mutterbrüsten,[1.  0.  0.5 0. ]
sonnenspiegel,[1.  0.  0.5 0. ]
freiheitsluft,[1.  0.  0.5]
bergrat,[0. 0. 1.]
flintenkugel,[1.  0.  0.5 0. ]
hinausgetrieben,[0.  1.  0.  0.5 0. ]
hochzeitflöte,[1.  0.  0.5 0. ]
gemußt,[0. 1.]
lebensstreit,[1.  0.  0.5]
narrenhaus,[1.  0.  0.5]
himmelsphantasei,[1.  0.  0.  0.  0.5 0. ]
narrenschar,[1.  0.  0.5]
mohrenland,[1.  0.  0.5]
todesfahr,[1.  0.  0.5]
zartgewebter,[1.  0.  0.  0.5]
gottesscherz,[1.  0.  0.5]
himmelstraum,[1.  0.  0.5]
wankles,[1. 0.]
sternenring,[1.  0.  0.5]
freudenmund,[1.  0.  0.5]
herzensrätsel,[1.  0.  0.5 0. ]
kläng,[0.5]
wonnestrahl,[1.  0.  0.5]
durchfunkeln,[1.  0.5 0. ]
gottesscheine,[1.  0.  0.5 0. ]
goldesschein,[1.  0.  0.5]
leisern,[1. 0.]
unermüdet,[1.  0.  0.  0.5]
zaubervollen,[1.  0.  0.5 0. ]
entfriedet,[0. 1. 0.]
hingeteufelt,[1.  0.  0.5 0. ]
lügenhölle,[1.  0.  0.5 0. ]
kaisersaal,[1.  0.  0.5]
lebensseele,[1.  0.  0.5 0. ]
sternig,[1. 0.]
wächteramt,[1.  0.  0.5]
durchflammt,[0. 1.]
erdenblickes,[1.  0.  0.5 0. ]
erdenkönige,[1.  0.  0.5 0.  0. ]
menschenzungen,[1.  0.  0.5 0. ]
wonnereigen,[1.  0.  0.5 0. ]
wundersaal,[1.  0.  0.5]
gottessaal,[1.  0.  0.5]
irrlichtschein,[1.  0.  0.5]
freudenmahle,[1.  0.  0.5 0. ]
tröstung,[1. 0.]
erdentriebe,[1.  0.  0.5 0. ]
erdendunkelheit,[1.  0.  0.5 0.  0. ]
wäßrig,[1. 0.]
löwenzeit,[1.  0.  0.5]
tigerzeit,[1.  0.5]
wölfische,[1. 0. 0.]
laurende,[1. 0. 0.]
fuchszeit,[0.5 1. ]
bübeln,[1. 0.]
lüchschen,[1. 0.]
edeler,[1. 0.]
meuchlischer,[1. 0. 0.]
schlängelein,[1. 0. 0.]
liebesgesäusel,[1.  0.  0.  0.5 0. ]
gekreisel,[0. 1. 0.]
lüchsen,[1. 0.]
erflogner,[0. 1. 0.]
entgegenspielen,[0.  1.  0.  0.5 0. ]
blitzeseile,[1.  0.  0.5 0. ]
blitzeskinder,[1.  0.  0.5 0. ]
erdenüberwinder,[1.  0.  0.  0.5 0. ]
sternenpfaden,[1.  0.  0.5 0. ]
wievieles,[0. 1. 0.]
mittagschein,[1.  0.  0.5]
euern,[1. 0.]
sternenalls,[1.  0.  0.  0.5]
nordenwärts,[1.  0.  0.5]
husbys,[1. 0.]
wonnelied,[1.  0.  0.5]
hergeklungen,[1.  0.  0.5 0. ]
durchrollt,[1.  0.5]
geisterhauch,[1.  0.  0.5]
zerfliegt,[0. 1.]
falkenflügel,[1.  0.  0.5 0. ]
habsburgs,[1.  0.5]
cadix,[1. 0.]
jubellied,[1.  0.  0.5]
ringeltänze,[1.  0.  0.5 0. ]
donnerfrohe,[1.  0.  0.5 0. ]
heldenbraut,[1.  0.  0.5]
aufzuckt,[1.  0.5]
himmelspforten,[1.  0.  0.5 0. ]
sonnenreigen,[1.  0.  0.5 0. ]
heldenspiele,[1.  0.  0.5 0. ]
sonnenwächter,[1.  0.  0.5 0. ]
blumenhügeln,[1.  0.  0.5 0. ]
erdennähe,[1.  0.  0.5 0. ]
sonnenglanz,[1.  0.  0.5]
sonnenaare,[1.  0.  0.  0.5 0. ]
durchflattre,[0. 1. 0.]
zwier,[0.5]
abgrundstier,[1.  0.  0.  0.5]
umschanzet,[1.  0.5 0. ]
männertreue,[1.  0.  0.5]
schwerterschein,[1.  0.5 0. ]
höllenwicht,[1.  0.  0.5]
diamantne,[0.5 0.  1.  0. ]
fecht,[0.5]
landespfort,[1.  0.  0.5]
schwanensang,[1.  0.  0.5 0. ]
ehrenwall,[1.  0.  0.5]
glockenstrang,[1.  0.  0.5]
singer,[1. 0.]
scharfmetzen,[1.  0.5 0.  0. ]
anschnarcher,[1.  0.5 0.  0. ]
preller,[1. 0.]
feuerschneller,[1.  0.  0.5 0. ]
singerinnen,[1. 0. 0. 0.]
feuerkatzen,[1.  0.  0.5 0. ]
feuerschlangen,[1.  0.  0.5 0. ]
hochzeitbitter,[1.  0.  0.5 0. ]
wirbelwind,[1.  0.  0.5]
hochgemut,[1.  0.  0.5]
feuermusikanten,[1.  0.  0.  0.  0.5 0. ]
spielverwandten,[1.  0.  0.5 0. ]
fidelbogen,[1.  0.  0.5 0. ]
schreckensmacht,[1.  0.5 0. ]
rätselfünden,[1.  0.  0.5 0. ]
versunkne,[0. 1. 0.]
himmelstaube,[1.  0.  0.5 0.  0. ]
sternenstraßen,[1.  0.  0.5 0. ]
lügenwahne,[1.  0.  0.5]
sündenzorn,[1.  0.  0.5]
liebesabgrund,[1.  0.  0.5 0. ]
wüßten,[1. 0.]
hinsteuern,[1.  0.5 0. ]
wandelloser,[1. 0. 0. 0.]
lerchenliedern,[1.  0.  0.5 0. ]
liebesnachtigall,[1.  0.  0.5 0.  0. ]
herniederkam,[0.  1.  0.  0.5]
unermeßlich,[0.5 0.  0.  1. ]
ungestillter,[1.  0.  0.5 0. ]
steuerlos,[1.  0.  0.5]
versöhner,[0. 1. 0.]
kindschaft,[1. 0. 0.]
himmelshöh,[1.  0.  0.5]
glaubenssonnenstrahl,[1.  0.  0.5 0.  0. ]
weltenrichter,[1.  0.  0.5 0. ]
sternenburg,[1.  0.  0.5]
lerchenklang,[1.  0.  0.5]
würmlein,[1. 0.]
marias,[0. 1. 0.]
unermess,[1.  0.  0.5]
schmerzenschall,[1.  0.  0.5 0. ]
liebesweg,[1.  0.  0.5]
gottesspeise,[1.  0.5 0. ]
verborgne,[0. 1. 0.]
fleußt,[0.5]
liebesgeist,[1.  0.  0.5]
himmelsbächen,[1.  0.  0.5 0. ]
wundermacht,[1.  0.  0.5]
wunderborn,[1.  0.  0.5]
himmelsspeise,[1.  0.5 0. ]
gnadenschein,[1.  0.  0.5]
verwaget,[0. 1. 0.]
seelendiebe,[1.  0.5 0. ]
ungebrochne,[1.  0.  0.5 0. ]
freißlich,[1. 0. 0.]
überdonnert,[0. 1. 0.]
westenwind,[1.  0.  0.5]
zündst,[0.5]
himmelscheine,[1.  0.  0.5 0. ]
gnadenscheine,[1.  0.  0.5 0. ]
niederstrahlt,[1.  0.  0.5]
gedank,[0. 1.]
christusritterschaft,[1.  0.  0.5 0.  0. ]
hineingebracht,[0.  1.  0.  0.5]
sündengraus,[1.  0.  0.5]
himmelsfreude,[1.  0.  0.5 0. ]
gnadenstern,[1.  0.  0.5 0. ]
wechselgang,[1.  0.  0.5]
fünklein,[1. 0.]
weltenozean,[1.  0.  0.  0.5 0. ]
allerdünnste,[1. 0. 0. 0.]
unermeßlichkeit,[0. 0. 1. 0. 0.]
menschenlist,[1.  0.  0.5]
soviele,[0. 1. 0.]
erdenschemen,[1.  0.  0.5 0. ]
himmelskeim,[1.  0.  0.5]
morgenschlummer,[1.  0.  0.5 0. ]
maigrün,[1. 0.]
würfler,[1. 0.]
schanzung,[1. 0.]
mildlich,[1. 0.]
liebessehnen,[1.  0.  0.5 0. ]
vergleißt,[0. 1.]
teutonenstamme,[0.  1.  0.  0.5 0. ]
riesenmann,[1.  0.  0.5]
gauklische,[1. 0. 0. 0.]
schröpfer,[1. 0.]
narrenspott,[1.  0.  0.5 0. ]
unverlassen,[1.  0.  0.5 0. ]
allenthalber,[1. 0. 0. 0.]
lügenschar,[1.  0.  0.5]
durchsausen,[0. 1. 0.]
hochgesang,[1.  0.  0.5]
schellenklang,[1.  0.5 0. ]
göttersternentanz,[1.  0.5 0.  0.  0. ]
reigenfürstin,[1.  0.  0.5 0. ]
geisterfrühling,[1.  0.  0.5 0. ]
rittersporen,[1.  0.  0.5 0. ]
rädlein,[1. 0.]
gaukelbild,[1.  0.  0.5]
titelklang,[1.  0.  0.5]
götterflamme,[1.  0.  0.5 0. ]
erdenlast,[1.  0.  0.5]
faßte,[1. 0.]
wetternacht,[1.  0.  0.5]
gestrecket,[0. 1. 0.]
wappenknecht,[1.  0.  0.5]
zerbrauste,[0. 1. 0.]
zages,[1. 0.]
friedensburg,[1.  0.  0.5]
durchwunden,[1.  0.5 0. ]
durchrungen,[1.  0.5 0. ]
durchschlungen,[1.  0.5 0.  0. ]
dorngeflechten,[1.  0.  0.5 0. ]
weltgesetz,[1.  0.  0.5]
schicksalsrad,[1.  0.5 0. ]
blutbespritzten,[1.  0.  0.5 0. ]
sperrn,[0.5]
wieh,[0.5]
schlachtenroß,[1.  0.5 0. ]
freiheitsschloß,[1.  0.  0.5]
gebiß,[0. 1.]
lebensfürst,[1.  0.  0.5]
durchbürscht,[1.  0.5]
rauschenbusch,[1.  0.  0.5]
glühwurm,[1.  0.5]
hergeschwebet,[1.  0.  0.5 0. ]
scherzgesichter,[1.  0.  0.  0.5 0. ]
mondscheinlichter,[1. 0. 0. 0.]
schoonhoven,[0. 1. 0.]
boven,[1. 0.]
kabeljauwe,[1.  0.  0.5 0. ]
kriegsgemangel,[1.  0.  0.5 0. ]
jakobine,[0. 0. 1. 0.]
lebensschiff,[1.  0.  0.5]
bezundert,[0. 1. 0.]
burgverließ,[1.  0.  0.5]
vianen,[0. 1. 0.]
vierzehnhundertzwanzig,[1.  0.  0.  0.  0.5 0. ]
fünftausendlanzig,[0.5 0.  1.  0.  0. ]
umringelt,[1.  0.5 0. ]
allerschlimmste,[1.  0.  0.5 0. ]
allertiefste,[0. 1. 0. 0.]
stundenklinger,[1.  0.  0.5 0. ]
armensünderrock,[1.  0.  0.5 0.  0. ]
fürstenlager,[1.  0.  0.5 0. ]
flehn,[0.5]
jakobinens,[0. 0. 1. 0.]
fürstenspruch,[1.  0.  0.5]
beiling,[1. 0.]
durchmessen,[1.  0.5 0. ]
schlummerstube,[1.  0.5 0.  0. ]
spiring,[1. 0.]
mervede,[0. 1. 0.]
seelentöter,[1.  0.  0.5 0. ]
beichter,[1. 0.]
wörtlein,[1. 0.]
mühlenwarf,[1.  0.  0.5 0. ]
siegsgelüstung,[1.  0.  0.5 0. ]
unglückstag,[1.  0.  0.  0.5]
mühlenschwingen,[1.  0.  0.5 0. ]
geredt,[0. 1.]
schlangenpfad,[1.  0.5 0. ]
heldenkrone,[1.  0.  0.5 0. ]
kellergreis,[1.  0.5]
etzel,[1. 0.]
zwingeland,[1.  0.  0.5]
siegesglanz,[1.  0.  0.5]
zährenpein,[1.  0.  0.5]
tyrannenwut,[0.  1.  0.  0.5]
bräutigamsempfang,[1.  0.  0.  0.  0.5]
dörnbergsenkel,[1.  0.  0.  0.5]
ehrenbleich,[1.  0.  0.5]
erdenrande,[1.  0.  0.5 0. ]
durchwehte,[1.  0.5 0. ]
festtagskuchen,[1.  0.  0.5 0. ]
fröhlichkeiten,[1.  0.  0.5 0. ]
wasserbilder,[1.  0.  0.5 0. ]
verwandelung,[0. 1. 0. 0.]
wunderschar,[1.  0.  0.5]
verzaudert,[0. 1. 0.]
überrungen,[0. 1. 0.]
mißhandlungen,[1.  0.5 0.  0. ]
goldgeflimmer,[1.  0.  0.5 0. ]
feuerschimmer,[1.  0.  0.5 0. ]
lagerzett,[1.  0.  0.5]
kön,[0.5]
kammertür,[1.  0.  0.5]
todesarm,[1.  0.  0.5]
bergkleid,[1.  0.5]
allzugleich,[1.  0.  0.5]
liebreich,[1.  0.5]
eifersücht,[1.  0.  0.5]
erwühlen,[0. 1. 0.]
funfzig,[1. 0.]
nonnenorden,[1.  0.  0.5 0. ]
krückenstab,[1.  0.  0.5]
vergeßnen,[0. 1. 0.]
verlaßne,[0. 1. 0.]
wohlgeborn,[1.  0.  0.5]
heid,[0.5]
todesreihen,[1.  0.  0.5 0. ]
todestrank,[1.  0.  0.5]
kriegsgenosse,[1.  0.  0.5 0. ]
aufsetz,[1.  0.5]
teu,[0.5]
mögst,[0.5]
postur,[0. 1.]
zusamm,[0. 1.]
lobwürdig,[1.  0.5 0. ]
davorne,[0. 1. 0.]
geübriget,[0. 1. 0. 0. 0.]
paß,[0.5]
glöcklein,[1. 0.]
bräutlein,[1. 0.]
seinsgleichen,[1.  0.5 0. ]
feuerwagen,[1.  0.  0.5 0. ]
rondet,[1. 0.]
eingesehn,[1.  0.  0.5]
parol,[0. 1.]
kommandowort,[0.  1.  0.  0.5]
degenspitz,[1.  0.  0.5]
allerscheusten,[1. 0. 0. 0.]
zergrämet,[0. 1. 0.]
standquartier,[1.  0.  0.  0.5]
ungeladen,[1.  0.  0.5 0. ]
franzosenbrut,[0.  1.  0.  0.5]
himmelsglut,[1.  0.  0.5]
himmelstau,[1.  0.  0.5 0. ]
dämmerhain,[1.  0.  0.5]
siegsgesang,[1.  0.  0.5]
wonnegesang,[1.  0.  0.  0.5]
treulich,[1. 0.]
wirbeldampfe,[1.  0.5 0. ]
pulverblitz,[1.  0.  0.5]
andermal,[1. 0. 0.]
gepreßt,[0. 1.]
schwerenot,[1.  0.5 0. ]
herzensgrund,[1.  0.  0.5]
schadt,[0.5]
räud,[0.5]
vorbeigeführet,[0.  1.  0.  0.5 0. ]
waffenlos,[1. 0. 0.]
gespüret,[0. 1. 0.]
invalid,[0. 0. 1.]
kriegsregeln,[1.  0.5 0. ]
tapferm,[1. 0.]
reinlichkeit,[1. 0. 0.]
trocknes,[1. 0.]
feuerschloßgewehr,[1.  0.  0.  0.5 0. ]
windfahn,[1.  0.5]
gotteslohn,[1.  0.  0.5]
verhaßter,[0. 1. 0.]
altberühmt,[0.5 0.  1. ]
lebehoch,[1.  0.  0.5]
hinweggezogen,[1.  0.  0.  0.5 0. ]
welterlösers,[1.  0.5 0. ]
hochselige,[1.  0.5 0.  0. ]
opernsaal,[1.  0.5]
letztenmal,[1. 0. 0.]
frühverstorbnen,[1.  0.  0.5 0. ]
schmerzensruf,[1.  0.  0.5]
angeflehet,[1.  0.  0.5 0. ]
sternenkanz,[1.  0.  0.5]
tränenweide,[1.  0.  0.5 0. ]
trauerfahne,[1.  0.  0.  0.5 0. ]
zornlos,[1.  0.5]
entgegenwallte,[0.  1.  0.  0.5 0. ]
hingebannt,[1.  0.  0.5]
vorüberzog,[0.  1.  0.5]
klageton,[1.  0.  0.5]
herrscherthron,[1. 0.]
dreistimmiger,[1.  0.5 0.  0. ]
aufgeblicket,[1.  0.  0.5 0. ]
lerchenschallend,[1.  0.  0.5 0. ]
sichelschall,[1.  0.  0.5]
bessres,[1. 0.]
wechselchor,[1.  0.  0.5]
ruhlos,[1. 0.]
demutsvoll,[1.  0.  0.5]
meerbestürmter,[1.  0.  0.5 0. ]
verlassnen,[0. 1. 0.]
fabelsage,[1.  0.  0.5 0. ]
innre,[1. 0. 0.]
meeresgeister,[1.  0.  0.5 0. ]
unglücksjahren,[1.  0.  0.  0.5 0. ]
anderm,[1. 0.]
gnadenblicke,[1.  0.  0.5 0. ]
ungekannt,[1.  0.  0.5]
wunderpracht,[1.  0.  0.5]
angeblicket,[1.  0.  0.5 0. ]
segensblick,[1.  0.  0.5]
sternenkranz,[1.  0.  0.5]
wiederschenken,[1.  0.  0.5 0. ]
freudeschauern,[1.  0.  0.5 0. ]
gnadenreich,[1.  0.  0.5]
halbchor,[1.  0.5]
freudenmacht,[1.  0.  0.5]
gegenchor,[1.  0.  0.5]
friedenszeichen,[1.  0.  0.5 0. ]
